prospect_id,industry,business_size,region,offer_type,acquisition_channel,credit_score_band,years_in_business,mailer_sent_date,response_date,response_flag,acquisition_flag,mailing_cost_usd,estimated_monthly_charge_volume_usd,roi,cost_per_acquisition,prospect_value_tier
103409,Real Estate,Small (10-49),Northeast,0% Intro APR,Cold List,650-699,15+ yrs,2024-05-15,,0,0,1.88,0.0,-1.0,,Not Acquired
103410,Education,Micro (1-9),Midwest,0% Intro APR,Cold List,700-749,3-7 yrs,2023-06-21,,0,0,2.0,0.0,-1.0,,Not Acquired
103411,Technology,Small (10-49),Midwest,Cash Back 2%,Cold List,750-799,<1 yr,2023-03-26,,0,0,1.88,0.0,-1.0,,Not Acquired
103412,Education,Large (250+),West,0% Intro APR,Past Inquiry,700-749,3-7 yrs,2024-08-01,,0,0,1.97,0.0,-1.0,,Not Acquired
103413,Education,Micro (1-9),Northeast,Rewards Points 3x,Lookalike Audience,750-799,15+ yrs,2023-02-01,,0,0,2.12,0.0,-1.0,,Not Acquired
103414,Retail,Small (10-49),West,Travel Miles 2x,Lookalike Audience,800+,15+ yrs,2023-08-14,2023-08-30,1,1,2.3,5851.48,49.8824,2.3,Mid Value
103415,Real Estate,Small (10-49),Southwest,Cash Back 2%,Cold List,700-749,7-15 yrs,2023-02-03,,0,0,1.75,0.0,-1.0,,Not Acquired
103416,Retail,Medium (50-249),Northeast,Travel Miles 2x,Past Inquiry,700-749,<1 yr,2023-10-09,,0,0,2.26,0.0,-1.0,,Not Acquired
103417,Manufacturing,Large (250+),West,Cash Back 2%,Past Inquiry,650-699,<1 yr,2023-08-19,,0,0,1.77,0.0,-1.0,,Not Acquired
103418,Technology,Micro (1-9),Midwest,Rewards Points 3x,Lookalike Audience,700-749,7-15 yrs,2024-07-04,,0,0,2.15,0.0,-1.0,,Not Acquired
103419,Construction,Medium (50-249),Northeast,Travel Miles 2x,Cold List,700-749,15+ yrs,2023-10-23,,0,0,2.17,0.0,-1.0,,Not Acquired
103420,Finance,Medium (50-249),West,0% Intro APR,Cold List,700-749,15+ yrs,2023-06-22,,0,0,1.98,0.0,-1.0,,Not Acquired
103421,Real Estate,Medium (50-249),Northeast,Rewards Points 3x,Lookalike Audience,650-699,1-3 yrs,2024-04-13,,0,0,2.19,0.0,-1.0,,Not Acquired
103422,Retail,Small (10-49),Midwest,Travel Miles 2x,Past Inquiry,750-799,3-7 yrs,2024-08-02,,0,0,2.18,0.0,-1.0,,Not Acquired
103423,Healthcare,Micro (1-9),Midwest,Rewards Points 3x,Cold List,750-799,15+ yrs,2024-05-22,,0,0,2.17,0.0,-1.0,,Not Acquired
103424,Education,Small (10-49),Southwest,No Annual Fee,Cold List,650-699,7-15 yrs,2024-07-16,,0,0,1.6,0.0,-1.0,,Not Acquired
103425,Technology,Small (10-49),Southeast,Cash Back 2%,Cold List,700-749,15+ yrs,2024-06-07,,0,0,1.87,0.0,-1.0,,Not Acquired
103426,Retail,Micro (1-9),Southwest,Rewards Points 3x,Past Inquiry,650-699,7-15 yrs,2023-04-26,,0,0,2.19,0.0,-1.0,,Not Acquired
103427,Education,Micro (1-9),West,0% Intro APR,Lookalike Audience,650-699,7-15 yrs,2024-08-09,,0,0,2.01,0.0,-1.0,,Not Acquired
103428,Real Estate,Micro (1-9),Midwest,Rewards Points 3x,Cold List,650-699,3-7 yrs,2023-04-27,,0,0,2.2,0.0,-1.0,,Not Acquired
103429,Hospitality,Micro (1-9),Southeast,No Annual Fee,Cold List,750-799,7-15 yrs,2023-10-02,,0,0,1.63,0.0,-1.0,,Not Acquired
103430,Construction,Micro (1-9),West,Cash Back 2%,Cold List,750-799,<1 yr,2024-07-10,,0,0,1.86,0.0,-1.0,,Not Acquired
103431,Finance,Micro (1-9),Midwest,No Annual Fee,Lookalike Audience,650-699,1-3 yrs,2024-01-11,,0,0,1.68,0.0,-1.0,,Not Acquired
103432,Manufacturing,Medium (50-249),Northeast,Rewards Points 3x,Cold List,650-699,15+ yrs,2024-07-09,,0,0,2.07,0.0,-1.0,,Not Acquired
103433,Logistics,Small (10-49),Northeast,No Annual Fee,Partner Referral,700-749,<1 yr,2023-02-12,,0,0,1.66,0.0,-1.0,,Not Acquired
103434,Retail,Medium (50-249),West,Travel Miles 2x,Lookalike Audience,800+,3-7 yrs,2024-03-27,,0,0,2.18,0.0,-1.0,,Not Acquired
103435,Hospitality,Micro (1-9),Southeast,No Annual Fee,Cold List,700-749,1-3 yrs,2024-07-13,,0,0,1.71,0.0,-1.0,,Not Acquired
103436,Manufacturing,Small (10-49),Midwest,Cash Back 2%,Lookalike Audience,750-799,7-15 yrs,2023-08-12,,0,0,1.78,0.0,-1.0,,Not Acquired
103437,Education,Micro (1-9),Midwest,0% Intro APR,Lookalike Audience,750-799,1-3 yrs,2024-03-11,,0,0,2.0,0.0,-1.0,,Not Acquired
103438,Healthcare,Micro (1-9),Southwest,No Annual Fee,Lookalike Audience,800+,<1 yr,2023-04-15,,0,0,1.72,0.0,-1.0,,Not Acquired
103439,Finance,Medium (50-249),Northeast,Travel Miles 2x,Past Inquiry,750-799,7-15 yrs,2024-10-31,,0,0,2.3,0.0,-1.0,,Not Acquired
103440,Technology,Micro (1-9),West,Rewards Points 3x,Lookalike Audience,750-799,15+ yrs,2023-09-11,,0,0,2.0,0.0,-1.0,,Not Acquired
103441,Construction,Micro (1-9),Southwest,Travel Miles 2x,Lookalike Audience,650-699,15+ yrs,2023-11-01,,0,0,2.29,0.0,-1.0,,Not Acquired
103442,Manufacturing,Small (10-49),Southeast,Rewards Points 3x,Cold List,600-649,15+ yrs,2023-02-03,,0,0,2.2,0.0,-1.0,,Not Acquired
103443,Hospitality,Micro (1-9),Southeast,No Annual Fee,Lookalike Audience,800+,15+ yrs,2024-04-05,,0,0,1.65,0.0,-1.0,,Not Acquired
103444,Manufacturing,Micro (1-9),Southeast,No Annual Fee,Partner Referral,600-649,3-7 yrs,2023-09-27,,0,0,1.61,0.0,-1.0,,Not Acquired
103445,Real Estate,Micro (1-9),West,0% Intro APR,Cold List,750-799,1-3 yrs,2023-12-23,,0,0,2.04,0.0,-1.0,,Not Acquired
103446,Healthcare,Micro (1-9),Midwest,No Annual Fee,Cold List,650-699,7-15 yrs,2023-03-31,,0,0,1.72,0.0,-1.0,,Not Acquired
103447,Manufacturing,Large (250+),Northeast,0% Intro APR,Past Inquiry,800+,3-7 yrs,2024-03-25,,0,0,1.9,0.0,-1.0,,Not Acquired
103448,Retail,Micro (1-9),West,Travel Miles 2x,Partner Referral,650-699,3-7 yrs,2023-05-01,,0,0,2.18,0.0,-1.0,,Not Acquired
103449,Construction,Micro (1-9),Southeast,Cash Back 2%,Cold List,750-799,15+ yrs,2023-08-31,,0,0,1.83,0.0,-1.0,,Not Acquired
103450,Logistics,Micro (1-9),Midwest,Travel Miles 2x,Past Inquiry,700-749,15+ yrs,2023-08-03,,0,0,2.19,0.0,-1.0,,Not Acquired
103451,Healthcare,Small (10-49),Southwest,Travel Miles 2x,Lookalike Audience,750-799,3-7 yrs,2024-08-25,,0,0,2.36,0.0,-1.0,,Not Acquired
103452,Education,Micro (1-9),Northeast,No Annual Fee,Lookalike Audience,650-699,7-15 yrs,2024-12-06,,0,0,1.71,0.0,-1.0,,Not Acquired
103453,Hospitality,Micro (1-9),West,Cash Back 2%,Cold List,650-699,1-3 yrs,2023-12-26,,0,0,1.88,0.0,-1.0,,Not Acquired
103454,Technology,Small (10-49),West,No Annual Fee,Cold List,800+,15+ yrs,2024-12-28,,0,0,1.72,0.0,-1.0,,Not Acquired
103455,Logistics,Small (10-49),Southwest,0% Intro APR,Lookalike Audience,700-749,7-15 yrs,2024-09-16,,0,0,1.99,0.0,-1.0,,Not Acquired
103456,Real Estate,Micro (1-9),Southeast,Cash Back 2%,Partner Referral,800+,1-3 yrs,2024-10-09,,0,0,1.78,0.0,-1.0,,Not Acquired
103457,Retail,Small (10-49),West,0% Intro APR,Lookalike Audience,800+,3-7 yrs,2024-03-14,,0,0,1.92,0.0,-1.0,,Not Acquired
103458,Construction,Small (10-49),Midwest,Travel Miles 2x,Lookalike Audience,750-799,<1 yr,2023-06-19,,0,0,2.27,0.0,-1.0,,Not Acquired
103459,Retail,Large (250+),Southwest,Travel Miles 2x,Cold List,650-699,7-15 yrs,2024-09-22,,0,0,2.36,0.0,-1.0,,Not Acquired
103460,Manufacturing,Micro (1-9),Southwest,Rewards Points 3x,Partner Referral,650-699,15+ yrs,2023-05-23,,0,0,2.14,0.0,-1.0,,Not Acquired
103461,Manufacturing,Small (10-49),West,Travel Miles 2x,Past Inquiry,650-699,15+ yrs,2023-07-31,,0,0,2.33,0.0,-1.0,,Not Acquired
103462,Education,Medium (50-249),Northeast,Cash Back 2%,Lookalike Audience,650-699,15+ yrs,2023-07-31,,0,0,1.78,0.0,-1.0,,Not Acquired
103463,Education,Medium (50-249),West,Travel Miles 2x,Lookalike Audience,700-749,15+ yrs,2023-03-02,,0,0,2.23,0.0,-1.0,,Not Acquired
103464,Finance,Micro (1-9),Southwest,Rewards Points 3x,Lookalike Audience,650-699,3-7 yrs,2024-08-06,,0,0,2.06,0.0,-1.0,,Not Acquired
103465,Real Estate,Micro (1-9),Southwest,Rewards Points 3x,Partner Referral,800+,7-15 yrs,2023-12-26,,0,0,2.02,0.0,-1.0,,Not Acquired
103466,Finance,Small (10-49),Southeast,Travel Miles 2x,Lookalike Audience,700-749,7-15 yrs,2024-06-29,,0,0,2.28,0.0,-1.0,,Not Acquired
103467,Finance,Micro (1-9),Northeast,No Annual Fee,Cold List,700-749,3-7 yrs,2023-10-15,,0,0,1.64,0.0,-1.0,,Not Acquired
103468,Construction,Micro (1-9),West,0% Intro APR,Cold List,650-699,3-7 yrs,2024-09-03,,0,0,1.86,0.0,-1.0,,Not Acquired
103469,Logistics,Large (250+),Southeast,Cash Back 2%,Lookalike Audience,750-799,3-7 yrs,2024-07-05,,0,0,1.82,0.0,-1.0,,Not Acquired
103470,Finance,Medium (50-249),West,Rewards Points 3x,Cold List,650-699,<1 yr,2023-06-22,,0,0,2.14,0.0,-1.0,,Not Acquired
103471,Hospitality,Small (10-49),West,0% Intro APR,Cold List,600-649,3-7 yrs,2023-11-28,,0,0,2.03,0.0,-1.0,,Not Acquired
103472,Logistics,Large (250+),Midwest,Cash Back 2%,Past Inquiry,650-699,1-3 yrs,2024-12-21,,0,0,1.83,0.0,-1.0,,Not Acquired
103473,Hospitality,Micro (1-9),Midwest,Rewards Points 3x,Partner Referral,750-799,1-3 yrs,2023-10-27,,0,0,2.11,0.0,-1.0,,Not Acquired
103474,Hospitality,Large (250+),Southwest,No Annual Fee,Past Inquiry,650-699,1-3 yrs,2023-10-24,,0,0,1.71,0.0,-1.0,,Not Acquired
103475,Manufacturing,Medium (50-249),Midwest,Cash Back 2%,Partner Referral,650-699,15+ yrs,2024-08-09,,0,0,1.81,0.0,-1.0,,Not Acquired
103476,Healthcare,Small (10-49),Northeast,Cash Back 2%,Lookalike Audience,650-699,3-7 yrs,2023-10-01,,0,0,1.71,0.0,-1.0,,Not Acquired
103477,Retail,Micro (1-9),Midwest,No Annual Fee,Lookalike Audience,700-749,7-15 yrs,2024-06-10,,0,0,1.68,0.0,-1.0,,Not Acquired
103478,Construction,Micro (1-9),Midwest,No Annual Fee,Past Inquiry,750-799,7-15 yrs,2024-11-26,,0,0,1.69,0.0,-1.0,,Not Acquired
103479,Healthcare,Micro (1-9),West,0% Intro APR,Lookalike Audience,750-799,3-7 yrs,2023-04-08,,0,0,2.01,0.0,-1.0,,Not Acquired
103480,Hospitality,Medium (50-249),Southeast,Rewards Points 3x,Lookalike Audience,750-799,15+ yrs,2023-05-19,,0,0,2.09,0.0,-1.0,,Not Acquired
103481,Retail,Medium (50-249),West,No Annual Fee,Past Inquiry,750-799,15+ yrs,2024-02-26,,0,0,1.67,0.0,-1.0,,Not Acquired
103482,Hospitality,Micro (1-9),West,Cash Back 2%,Lookalike Audience,800+,7-15 yrs,2023-03-02,2023-03-17,1,0,1.83,0.0,-1.0,,Not Acquired
103483,Finance,Micro (1-9),West,Rewards Points 3x,Cold List,750-799,15+ yrs,2024-11-02,,0,0,2.17,0.0,-1.0,,Not Acquired
103484,Logistics,Medium (50-249),Southwest,0% Intro APR,Past Inquiry,750-799,7-15 yrs,2023-05-10,,0,0,2.03,0.0,-1.0,,Not Acquired
103485,Construction,Micro (1-9),Southeast,Cash Back 2%,Cold List,750-799,7-15 yrs,2024-12-19,,0,0,1.85,0.0,-1.0,,Not Acquired
103486,Finance,Micro (1-9),Northeast,Rewards Points 3x,Cold List,700-749,1-3 yrs,2023-05-16,,0,0,2.12,0.0,-1.0,,Not Acquired
103487,Real Estate,Micro (1-9),Northeast,0% Intro APR,Lookalike Audience,700-749,<1 yr,2023-09-13,,0,0,2.03,0.0,-1.0,,Not Acquired
103488,Hospitality,Small (10-49),Southwest,Rewards Points 3x,Lookalike Audience,700-749,15+ yrs,2023-05-30,,0,0,2.04,0.0,-1.0,,Not Acquired
103489,Education,Small (10-49),Midwest,Travel Miles 2x,Cold List,750-799,7-15 yrs,2024-12-29,,0,0,2.24,0.0,-1.0,,Not Acquired
103490,Construction,Medium (50-249),Southwest,Rewards Points 3x,Cold List,750-799,7-15 yrs,2023-11-26,,0,0,2.1,0.0,-1.0,,Not Acquired
103491,Manufacturing,Micro (1-9),West,Travel Miles 2x,Past Inquiry,650-699,7-15 yrs,2023-09-11,,0,0,2.34,0.0,-1.0,,Not Acquired
103492,Retail,Large (250+),Southwest,Cash Back 2%,Cold List,800+,<1 yr,2024-11-23,,0,0,1.72,0.0,-1.0,,Not Acquired
103493,Construction,Small (10-49),Northeast,Cash Back 2%,Past Inquiry,600-649,3-7 yrs,2024-02-07,,0,0,1.89,0.0,-1.0,,Not Acquired
103494,Education,Micro (1-9),West,Rewards Points 3x,Lookalike Audience,650-699,3-7 yrs,2024-05-16,,0,0,2.14,0.0,-1.0,,Not Acquired
103495,Healthcare,Large (250+),Northeast,0% Intro APR,Past Inquiry,700-749,7-15 yrs,2023-05-26,,0,0,2.02,0.0,-1.0,,Not Acquired
103496,Education,Micro (1-9),Midwest,No Annual Fee,Cold List,650-699,1-3 yrs,2024-08-14,,0,0,1.64,0.0,-1.0,,Not Acquired
103497,Hospitality,Small (10-49),Midwest,Travel Miles 2x,Cold List,750-799,3-7 yrs,2024-10-09,,0,0,2.26,0.0,-1.0,,Not Acquired
103498,Retail,Micro (1-9),Northeast,Cash Back 2%,Cold List,800+,3-7 yrs,2023-10-03,,0,0,1.71,0.0,-1.0,,Not Acquired
103499,Construction,Medium (50-249),West,Rewards Points 3x,Past Inquiry,800+,7-15 yrs,2024-10-04,,0,0,2.12,0.0,-1.0,,Not Acquired
103500,Education,Micro (1-9),Southwest,Travel Miles 2x,Cold List,700-749,15+ yrs,2024-02-29,,0,0,2.18,0.0,-1.0,,Not Acquired
103501,Retail,Micro (1-9),Northeast,Rewards Points 3x,Lookalike Audience,800+,1-3 yrs,2024-01-20,,0,0,2.19,0.0,-1.0,,Not Acquired
103502,Construction,Small (10-49),Southwest,Travel Miles 2x,Past Inquiry,650-699,7-15 yrs,2024-04-07,,0,0,2.32,0.0,-1.0,,Not Acquired
103503,Logistics,Medium (50-249),Midwest,Travel Miles 2x,Partner Referral,750-799,7-15 yrs,2023-03-19,,0,0,2.3,0.0,-1.0,,Not Acquired
103504,Manufacturing,Small (10-49),Southwest,No Annual Fee,Lookalike Audience,650-699,3-7 yrs,2024-10-10,,0,0,1.72,0.0,-1.0,,Not Acquired
103505,Real Estate,Medium (50-249),Southeast,0% Intro APR,Partner Referral,700-749,15+ yrs,2023-04-06,,0,0,2.01,0.0,-1.0,,Not Acquired
103506,Logistics,Large (250+),West,0% Intro APR,Past Inquiry,800+,15+ yrs,2024-02-17,,0,0,1.88,0.0,-1.0,,Not Acquired
103507,Construction,Micro (1-9),West,Rewards Points 3x,Cold List,650-699,3-7 yrs,2024-06-11,,0,0,2.11,0.0,-1.0,,Not Acquired
103508,Construction,Medium (50-249),Midwest,Cash Back 2%,Lookalike Audience,700-749,3-7 yrs,2023-10-12,,0,0,1.73,0.0,-1.0,,Not Acquired
103509,Finance,Small (10-49),Southeast,Travel Miles 2x,Partner Referral,750-799,7-15 yrs,2024-12-12,,0,0,2.28,0.0,-1.0,,Not Acquired
103510,Retail,Micro (1-9),Southeast,0% Intro APR,Past Inquiry,800+,1-3 yrs,2024-01-13,,0,0,1.94,0.0,-1.0,,Not Acquired
103511,Retail,Micro (1-9),Northeast,Cash Back 2%,Partner Referral,750-799,15+ yrs,2024-04-10,2024-05-02,1,1,1.81,2654.98,28.3368,1.81,Low Value
103512,Manufacturing,Micro (1-9),Midwest,No Annual Fee,Cold List,650-699,7-15 yrs,2023-12-02,,0,0,1.57,0.0,-1.0,,Not Acquired
103513,Technology,Medium (50-249),Southwest,Rewards Points 3x,Past Inquiry,700-749,3-7 yrs,2024-08-18,,0,0,2.11,0.0,-1.0,,Not Acquired
103514,Healthcare,Small (10-49),Midwest,Cash Back 2%,Past Inquiry,700-749,3-7 yrs,2023-01-03,,0,0,1.76,0.0,-1.0,,Not Acquired
103515,Real Estate,Small (10-49),Southeast,Cash Back 2%,Cold List,700-749,3-7 yrs,2023-04-06,,0,0,1.76,0.0,-1.0,,Not Acquired
103516,Logistics,Small (10-49),Southwest,No Annual Fee,Past Inquiry,650-699,7-15 yrs,2024-04-14,,0,0,1.72,0.0,-1.0,,Not Acquired
103517,Technology,Small (10-49),Northeast,0% Intro APR,Cold List,750-799,15+ yrs,2024-10-12,,0,0,1.99,0.0,-1.0,,Not Acquired
103518,Healthcare,Micro (1-9),West,0% Intro APR,Lookalike Audience,800+,1-3 yrs,2024-11-11,,0,0,1.85,0.0,-1.0,,Not Acquired
103519,Technology,Micro (1-9),Southwest,Cash Back 2%,Past Inquiry,800+,7-15 yrs,2024-12-15,,0,0,1.76,0.0,-1.0,,Not Acquired
103520,Healthcare,Small (10-49),Southeast,Rewards Points 3x,Cold List,650-699,15+ yrs,2024-01-02,2024-01-11,1,1,2.03,2273.99,21.4038,2.03,Low Value
103521,Manufacturing,Medium (50-249),Southwest,Travel Miles 2x,Partner Referral,650-699,3-7 yrs,2024-07-01,,0,0,2.29,0.0,-1.0,,Not Acquired
103522,Hospitality,Micro (1-9),Northeast,0% Intro APR,Partner Referral,650-699,7-15 yrs,2024-02-12,,0,0,1.86,0.0,-1.0,,Not Acquired
103523,Finance,Medium (50-249),Southwest,Cash Back 2%,Lookalike Audience,750-799,<1 yr,2023-08-12,,0,0,1.83,0.0,-1.0,,Not Acquired
103524,Construction,Micro (1-9),Southeast,Rewards Points 3x,Cold List,750-799,1-3 yrs,2024-03-15,,0,0,2.06,0.0,-1.0,,Not Acquired
103525,Retail,Small (10-49),Northeast,Cash Back 2%,Past Inquiry,800+,3-7 yrs,2023-08-05,,0,0,1.77,0.0,-1.0,,Not Acquired
103526,Hospitality,Small (10-49),Midwest,Rewards Points 3x,Partner Referral,800+,1-3 yrs,2024-05-21,,0,0,2.15,0.0,-1.0,,Not Acquired
103527,Education,Large (250+),West,0% Intro APR,Cold List,650-699,7-15 yrs,2023-10-02,,0,0,1.96,0.0,-1.0,,Not Acquired
103528,Education,Small (10-49),West,Rewards Points 3x,Cold List,600-649,3-7 yrs,2023-11-27,,0,0,2.07,0.0,-1.0,,Not Acquired
103529,Healthcare,Micro (1-9),Southwest,Rewards Points 3x,Lookalike Audience,650-699,7-15 yrs,2023-10-18,,0,0,2.16,0.0,-1.0,,Not Acquired
103530,Construction,Large (250+),Southeast,Cash Back 2%,Cold List,700-749,<1 yr,2023-12-12,,0,0,1.79,0.0,-1.0,,Not Acquired
103531,Retail,Medium (50-249),Southeast,Cash Back 2%,Lookalike Audience,750-799,7-15 yrs,2024-07-14,,0,0,1.77,0.0,-1.0,,Not Acquired
103532,Logistics,Large (250+),Southeast,No Annual Fee,Cold List,700-749,15+ yrs,2024-08-14,,0,0,1.68,0.0,-1.0,,Not Acquired
103533,Hospitality,Small (10-49),Southeast,Cash Back 2%,Cold List,600-649,7-15 yrs,2023-05-14,,0,0,1.86,0.0,-1.0,,Not Acquired
103534,Finance,Small (10-49),Southwest,Rewards Points 3x,Past Inquiry,700-749,7-15 yrs,2024-08-02,,0,0,2.2,0.0,-1.0,,Not Acquired
103535,Logistics,Small (10-49),Southeast,Travel Miles 2x,Lookalike Audience,750-799,7-15 yrs,2024-05-11,,0,0,2.16,0.0,-1.0,,Not Acquired
103536,Real Estate,Small (10-49),Southeast,Cash Back 2%,Cold List,700-749,3-7 yrs,2023-12-18,,0,0,1.74,0.0,-1.0,,Not Acquired
103537,Technology,Small (10-49),Northeast,No Annual Fee,Lookalike Audience,750-799,15+ yrs,2024-11-29,,0,0,1.64,0.0,-1.0,,Not Acquired
103538,Hospitality,Micro (1-9),Midwest,Cash Back 2%,Cold List,750-799,15+ yrs,2023-02-19,,0,0,1.76,0.0,-1.0,,Not Acquired
103539,Healthcare,Micro (1-9),Midwest,Travel Miles 2x,Cold List,700-749,15+ yrs,2023-02-17,,0,0,2.24,0.0,-1.0,,Not Acquired
103540,Education,Micro (1-9),Midwest,No Annual Fee,Past Inquiry,600-649,15+ yrs,2023-04-12,,0,0,1.62,0.0,-1.0,,Not Acquired
103541,Logistics,Medium (50-249),Southwest,Travel Miles 2x,Lookalike Audience,600-649,7-15 yrs,2024-10-03,,0,0,2.24,0.0,-1.0,,Not Acquired
103542,Manufacturing,Small (10-49),Southeast,0% Intro APR,Cold List,700-749,3-7 yrs,2024-04-15,,0,0,1.99,0.0,-1.0,,Not Acquired
103543,Retail,Small (10-49),Northeast,Rewards Points 3x,Lookalike Audience,800+,7-15 yrs,2023-01-17,,0,0,2.04,0.0,-1.0,,Not Acquired
103544,Manufacturing,Medium (50-249),Southwest,No Annual Fee,Lookalike Audience,700-749,7-15 yrs,2023-05-08,,0,0,1.7,0.0,-1.0,,Not Acquired
103545,Finance,Large (250+),Southeast,0% Intro APR,Cold List,700-749,3-7 yrs,2023-06-11,,0,0,1.89,0.0,-1.0,,Not Acquired
103546,Technology,Medium (50-249),Northeast,Cash Back 2%,Lookalike Audience,700-749,1-3 yrs,2024-03-27,,0,0,1.73,0.0,-1.0,,Not Acquired
103547,Construction,Micro (1-9),Northeast,Cash Back 2%,Cold List,700-749,15+ yrs,2024-04-12,,0,0,1.8,0.0,-1.0,,Not Acquired
103548,Retail,Medium (50-249),Northeast,No Annual Fee,Lookalike Audience,750-799,<1 yr,2023-01-01,,0,0,1.65,0.0,-1.0,,Not Acquired
103549,Retail,Small (10-49),Midwest,No Annual Fee,Partner Referral,600-649,15+ yrs,2024-03-14,,0,0,1.6,0.0,-1.0,,Not Acquired
103550,Technology,Micro (1-9),Southeast,Travel Miles 2x,Past Inquiry,650-699,15+ yrs,2023-07-27,,0,0,2.28,0.0,-1.0,,Not Acquired
103551,Real Estate,Micro (1-9),West,Cash Back 2%,Cold List,800+,15+ yrs,2024-12-06,2024-12-17,1,1,1.79,2662.21,28.7454,1.79,Low Value
103552,Real Estate,Large (250+),Southeast,Cash Back 2%,Past Inquiry,750-799,15+ yrs,2024-10-27,,0,0,1.79,0.0,-1.0,,Not Acquired
103553,Construction,Small (10-49),West,No Annual Fee,Lookalike Audience,700-749,3-7 yrs,2023-11-06,2023-11-18,1,1,1.66,4310.75,50.9367,1.66,Low Value
103554,Hospitality,Large (250+),Northeast,0% Intro APR,Past Inquiry,750-799,1-3 yrs,2023-10-08,2023-10-17,1,1,1.92,60451.68,628.705,1.92,High Value
103555,Education,Micro (1-9),West,Travel Miles 2x,Lookalike Audience,750-799,7-15 yrs,2024-11-01,,0,0,2.19,0.0,-1.0,,Not Acquired
103556,Logistics,Micro (1-9),Southwest,0% Intro APR,Cold List,750-799,7-15 yrs,2024-01-05,,0,0,1.96,0.0,-1.0,,Not Acquired
103557,Manufacturing,Small (10-49),Northeast,Rewards Points 3x,Cold List,750-799,3-7 yrs,2023-09-14,,0,0,2.14,0.0,-1.0,,Not Acquired
103558,Real Estate,Micro (1-9),Southwest,Travel Miles 2x,Lookalike Audience,700-749,3-7 yrs,2023-03-26,,0,0,2.24,0.0,-1.0,,Not Acquired
103559,Construction,Medium (50-249),Southeast,Rewards Points 3x,Cold List,700-749,7-15 yrs,2024-01-16,,0,0,2.15,0.0,-1.0,,Not Acquired
103560,Technology,Small (10-49),Southeast,Rewards Points 3x,Cold List,750-799,7-15 yrs,2024-11-11,,0,0,2.03,0.0,-1.0,,Not Acquired
103561,Hospitality,Large (250+),Midwest,No Annual Fee,Cold List,750-799,1-3 yrs,2024-10-26,,0,0,1.57,0.0,-1.0,,Not Acquired
103562,Finance,Micro (1-9),Midwest,0% Intro APR,Cold List,800+,1-3 yrs,2023-06-19,,0,0,1.95,0.0,-1.0,,Not Acquired
103563,Logistics,Micro (1-9),Southwest,Travel Miles 2x,Lookalike Audience,750-799,3-7 yrs,2023-02-23,,0,0,2.31,0.0,-1.0,,Not Acquired
103564,Logistics,Medium (50-249),Southwest,No Annual Fee,Cold List,650-699,7-15 yrs,2024-02-10,,0,0,1.64,0.0,-1.0,,Not Acquired
103565,Finance,Large (250+),Midwest,Travel Miles 2x,Cold List,600-649,7-15 yrs,2024-10-02,,0,0,2.16,0.0,-1.0,,Not Acquired
103566,Finance,Small (10-49),Southwest,Travel Miles 2x,Lookalike Audience,750-799,15+ yrs,2023-11-09,,0,0,2.24,0.0,-1.0,,Not Acquired
103567,Finance,Small (10-49),Southwest,Cash Back 2%,Cold List,650-699,15+ yrs,2024-12-17,,0,0,1.76,0.0,-1.0,,Not Acquired
103568,Finance,Medium (50-249),Southeast,Travel Miles 2x,Cold List,700-749,1-3 yrs,2023-08-28,2023-09-17,1,1,2.22,29313.83,263.0886,2.22,High Value
103569,Hospitality,Small (10-49),Northeast,Cash Back 2%,Cold List,700-749,1-3 yrs,2024-11-02,,0,0,1.82,0.0,-1.0,,Not Acquired
103570,Construction,Micro (1-9),Southwest,Travel Miles 2x,Lookalike Audience,800+,<1 yr,2023-04-04,,0,0,2.28,0.0,-1.0,,Not Acquired
103571,Manufacturing,Small (10-49),Midwest,Rewards Points 3x,Cold List,650-699,<1 yr,2024-12-21,2024-12-31,1,0,2.16,0.0,-1.0,,Not Acquired
103572,Real Estate,Small (10-49),Southwest,Cash Back 2%,Lookalike Audience,650-699,7-15 yrs,2023-01-02,,0,0,1.78,0.0,-1.0,,Not Acquired
103573,Finance,Small (10-49),Midwest,No Annual Fee,Past Inquiry,700-749,15+ yrs,2023-08-07,,0,0,1.68,0.0,-1.0,,Not Acquired
103574,Technology,Small (10-49),Southwest,Cash Back 2%,Past Inquiry,700-749,7-15 yrs,2024-05-03,,0,0,1.81,0.0,-1.0,,Not Acquired
103575,Construction,Small (10-49),Southeast,Cash Back 2%,Cold List,750-799,1-3 yrs,2023-03-21,,0,0,1.78,0.0,-1.0,,Not Acquired
103576,Retail,Small (10-49),Midwest,Travel Miles 2x,Past Inquiry,750-799,7-15 yrs,2023-05-16,,0,0,2.3,0.0,-1.0,,Not Acquired
103577,Logistics,Micro (1-9),Midwest,Rewards Points 3x,Past Inquiry,650-699,1-3 yrs,2024-08-30,,0,0,2.08,0.0,-1.0,,Not Acquired
103578,Real Estate,Large (250+),Midwest,No Annual Fee,Partner Referral,650-699,7-15 yrs,2023-08-20,,0,0,1.6,0.0,-1.0,,Not Acquired
103579,Construction,Micro (1-9),Southeast,0% Intro APR,Lookalike Audience,700-749,7-15 yrs,2024-06-15,,0,0,2.01,0.0,-1.0,,Not Acquired
103580,Manufacturing,Large (250+),West,Rewards Points 3x,Cold List,700-749,1-3 yrs,2024-11-27,,0,0,2.16,0.0,-1.0,,Not Acquired
